id	pctfb
13223	0.054283187
13225	0.068777652
13227	0.035604979
13229	0.028932112
13231	0.016661
13233	0.081124342
13235	0.027446301
13237	0.055802726
13239	0.005222981
13241	0.074898785
13243	0.02083876
13245	0.058523355
13247	0.120446485
13249	0.050153531
13251	0.006531945
13253	0.024590164
13255	0.040290051
13257	0.025573872
13259	0.064718872
13261	0.044112719
13263	0.007123128
13265	0.035175879
13267	0.077791262
13269	0.021150785
13271	0.109847314
13273	0.023294858
13275	0.02414311
13277	0.065565615
13279	0.063075287
13281	0.025614169
13283	0.013000292
13285	0.04230526
13287	0.019168617
13289	0.008913043
13291	0.037705613
13293	0.018762622
13295	0.021559163
13297	0.055419684
13299	0.037782261
13301	0.015324366
13303	0.020920897
13305	0.047085501
13307	0.019565217
13309	0.019173239
13311	0.026005961
13313	0.188395203
13315	0.023546161
13317	0.023366714
13319	0.013621712
13321	0.016098616
15001	0.132373755
15003	0.231018747
15005	0.385964912
15007	0.160468133
15009	0.171836476
16001	0.075365687
16003	0.00879397
16005	0.033549492
16007	0.008980542
16009	0.023243301
16011	0.073418959
16013	0.163294933
16015	0.034818156
16017	0.0376019
16019	0.06053387
16021	0.041401568
16023	0.056179775
16025	0.086639676
16027	0.097936984
16029	0.034963006
16031	0.107731982
16033	0.318772137
16035	0.025019993
16037	0.014607002
16039	0.125074783
16041	0.035098814
16043	0.057336481
16045	0.056128225
16047	0.15407262
16049	0.020114229
16051	0.048198964
16053	0.158805176
16055	0.033722609
16057	0.049523448
16059	0.019632679
16061	0.015587847
16063	0.148648649
16065	0.040044343
16067	0.117882472
16069	0.024099468
16071	0.010414201
16073	0.122630797
16075	0.047486281
16077	0.1303611
16079	0.024048564
16081	0.114755774
16083	0.084737748
16085	0.02875367
16087	0.09701566
17001	0.015362816
17003	0.020687996
17005	0.024427139
17007	0.113157311
17009	0.03015804
17011	0.036810342
17013	0.026114274
17015	0.022553961
17017	0.103526652
17019	0.123338498
17021	0.020890048
17023	0.012711349
17025	0.009306016
17027	0.021289619
17029	0.020713807
17031	0.224409407
17033	0.016372796
17035	0.014810801
17037	0.078159031
17039	0.019176435
17041	0.045846277
17043	0.193233825
17045	0.021867296
17047	0.004183475
17049	0.012533232
17051	0.013831572
17053	0.017603634
17055	0.01375822
17057	0.029443457
17059	0.006860158
17061	0.008194954
17063	0.03879903
17065	0.005331122
17067	0.014199948
17069	0.008951113
17071	0.032389213
17073	0.024987615
17075	0.032239724
17077	0.063404618
17079	0.012532101
17081	0.015064562
17083	0.017717221
17085	0.032189881
17087	0.02692247
17089	0.191955999
17091	0.048150937
17093	0.097185985
17095	0.02564248
17097	0.191738147
17099	0.039248233
17101	0.021064499
17103	0.023825392
17105	0.023158597
17107	0.018680196
17109	0.040186086
17111	0.105030206
17113	0.060831936
17115	0.021280439
17117	0.015810689
17119	0.029027127
17121	0.012327591
17123	0.022849039
17125	0.017919935
17127	0.00874409
17129	0.005341293
17131	0.008243923
17133	0.013580737
17135	0.016829317
17137	0.018837776
17139	0.019156569
17141	0.053302195
17143	0.049946173
17145	0.01758693
17147	0.015858767
17149	0.008284954
17151	0.031009507
17153	0.024417853
17155	0.025546836
17157	0.020236994
17159	0.03263288
17161	0.073097375
17163	0.041583671
17165	0.016353556
17167	0.03606544
17169	0.034180077
17171	0.010278453
17173	0.01038961
17175	0.014046823
17177	0.028786926
17179	0.018947384
17181	0.036347369
17183	0.022787565
17185	0.015447222
17187	0.05
17189	0.01125729
17191	0.012192221
17193	0.013697701
17195	0.035737436
17197	0.122422371
17199	0.021113215
17201	0.082518066
17203	0.022480077
18001	0.012608353
18003	0.062317476
18005	0.075036584
18007	0.01894498
18009	0.011830635
18011	0.035833483
18013	0.018913772
18015	0.024271362
18017	0.083574966
18019	0.044569371
18021	0.013545107
18023	0.071355483
18025	0.007066481
18027	0.028200466
18029	0.017661816
18031	0.026944942
18033	0.018179229
18035	0.025354944
18037	0.042591754
18039	0.090185918
18041	0.010935252
18043	0.028079123
18045	0.017069784
18047	0.009489712
18049	0.028826223
18051	0.011615028
18053	0.0216271
18055	0.009965469
18057	0.075761239
18059	0.021554284
18061	0.017545662
18063	0.04450483
18065	0.011933612
18067	0.021939009
18069	0.016862682
18071	0.050557533
18073	0.024748902
18075	0.013042259
18077	0.023193329
18079	0.014697092
18081	0.040795214
18083	0.021224575
18085	0.043071501
18087	0.020967916
18089	0.075974414
18091	0.034990924
18093	0.016687228
18095	0.023370992
18097	0.087931678
18099	0.047026544
18101	0.016277492
18103	0.019984897
18105	0.083036147
18107	0.036656201
18109	0.014689233
18111	0.030974071
18113	0.05462733
18115	0.006585446
18117	0.010764046
18119	0.014585737
18121	0.012494242
18123	0.006718346
18125	0.011704519
18127	0.042207752
18129	0.016671159
18131	0.007095868
18133	0.019090384
18135	0.014004961
18137	0.015074851
18139	0.00749385
18141	0.061014471
18143	0.011985733
18145	0.033876897
18147	0.022070741
18149	0.017802754
18151	0.02526112
18153	0.013824241
18155	0.013073767
18157	0.111092914
18159	0.014479186
18161	0.008287662
18163	0.028382267
18165	0.005567452
18167	0.036772369
18169	0.017898786
18171	0.018181818
18173	0.032045208
18175	0.010346905
18177	0.023481664
18179	0.015584416
18181	0.04527798
18183	0.01097973
19001	0.01168983
19003	0.006364749
19005	0.057586135
19007	0.011527155
19009	0.011887315
19011	0.01502549
19013	0.050138398
19015	0.007088704
19017	0.016053815
19019	0.008086766
19021	0.174917821
19023	0.012019069
19025	0.009432028
19027	0.015089625
19029	0.01184664
19031	0.012861562
19033	0.025494277
19035	0.012437811
19037	0.018925421
19039	0.059020646
19041	0.023149814
19043	0.018898072
19045	0.017058046
19047	0.140475492
19049	0.070018483
19051	0.01066147
19053	0.022955863
19055	0.011233431
19057	0.024021861
19059	0.016395404
19061	0.02253639
19063	0.040492105
19065	0.011748973
19067	0.018782224
19069	0.059504904
19071	0.011235955
19073	0.018652739
19075	0.00483598
19077	0.014739332
19079	0.025642653
19081	0.023651016
19083	0.024268258
19085	0.012759703
19087	0.047094831
19089	0.018454801
19091	0.026369168
19093	0.007283933
19095	0.009913107
19097	0.012220881
19099	0.01606959
19101	0.121464027
19103	0.093953964
19105	0.0146867
19107	0.008153204
19109	0.012546409
19111	0.024850784
19113	0.032712572
19115	0.0829302
19117	0.04467354
19119	0.011745401
19121	0.010711308
19123	0.021441626
19125	0.023852331
19127	0.108891529
19129	0.022498677
19131	0.01574949
19133	0.010001075
19135	0.026166813
19137	0.019366197
19139	0.072055167
19141	0.024177815
19143	0.033661236
19145	0.028760372
19147	0.012555391
19149	0.017860726
19151	0.017415958
19153	0.086636653
19155	0.03522452
19157	0.024413393
19159	0.021367521
19161	0.014247208
19163	0.040832911
19165	0.014785166
19167	0.066000894
19169	0.085755896
19171	0.038121361
19173	0.021875984
19175	0.010985486
19177	0.008008402
19179	0.063456714
19181	0.01921106
19183	0.032247662
19185	0.008945386
19187	0.025351004
19189	0.030756519
19191	0.026815005
19193	0.084831538
19195	0.009993425
19197	0.050610032
20001	0.009320707
20003	0.003706907
20005	0.009248829
20007	0.00902194
20009	0.069853475
20011	0.005101027
20013	0.0225
20015	0.024637481
20017	0.023860399
20019	0.019810041
20021	0.015060519
20023	0.02722323
20025	0.034419458
20027	0.019170076
20029	0.016103568
20031	0.011679514
20033	0.023646873
20035	0.038358584
20037	0.039461217
20039	0.017478992
20041	0.018718612
20043	0.015579847
20045	0.075657506
20047	0.095692207
20049	0.011038289
20051	0.024811524
20053	0.025767628
20055	0.209135741
20057	0.257372412
20059	0.020863921
20061	0.147127583
20063	0.011131725
20065	0.007188801
20067	0.156254009
20069	0.131183522
20071	0.050324675
20073	0.005174453
20075	0.124718257
20077	0.023580206
20079	0.051087462
20081	0.161726346
20083	0.051954733
20085	0.021609092
20087	0.008925759
20089	0.013795316
20091	0.088260621
20093	0.118704126
20095	0.008230974
20097	0.028771384
20099	0.020359281
20101	0.017868961
20103	0.054887417
20105	0.021347972
20107	0.02288188
20109	0.025613276
20111	0.106420532
20113	0.021616992
20115	0.016456998
20117	0.017307883
20119	0.078266637
20121	0.016225053
20123	0.022937942
20125	0.030692706
20127	0.028802425
20129	0.062267658
20131	0.007250637
20133	0.019412192
20135	0.035279025
20137	0.019760056
20139	0.007701711
20141	0.01057246
20143	0.01537455
20145	0.019590896
20147	0.013400036
20149	0.042736654
20151	0.021395349
20153	0.024561404
20155	0.026679334
20157	0.012552301
20159	0.041674916
20161	0.084656009
20163	0.005754844
20165	0.014333638
20167	0.014293965
20169	0.060678997
20171	0.122461053
20173	0.086969601
20175	0.317691431
20177	0.053479174
20179	0.00466563
20181	0.035387938
20183	0.006164911
20185	0.065217391
20187	0.218693285
20189	0.195753868
20191	0.009827908
20193	0.026635933
20195	0.017200675
20197	0.013918477
20199	0.040693796
20201	0.026415094
20203	0.100757914
20205	0.006202691
20207	0.002406739
20209	0.147337588
21001	0.013646376
21003	0.028742575
21005	0.01928853
21007	0.014086217
21009	0.018898501
21011	0.009478673
21013	0.006227387
21015	0.057918714
21017	0.05298444
21019	0.01768352
21021	0.036549656
21023	0.018029696
21025	0.007893614
21027	0.007588996
21029	0.016782494
21031	0.028401067
21033	0.010183614
21035	0.037946972
21037	0.022344249
21039	0.001766784
21041	0.048976947
21043	0.006520173
21045	0.011293055
21047	0.057420905
21049	0.023641596
21051	0.010226808
21053	0.008810573
21055	0.011681492
21057	0.006536897
21059	0.02216277
21061	0.01255161
21063	0.00500395
21065	0.001087622
21067	0.092530013
21069	0.006399555
21071	0.004911715
21073	0.034996443
21075	0.009654769
21077	0.055627426
21079	0.013667022
21081	0.021440129
21083	0.042143011
21085	0.010476302
21087	0.011469914
21089	0.013955753
21091	0.011800444
21093	0.074373256
21095	0.00705587
21097	0.015194177
21099	0.01174018
21101	0.013342011
21103	0.016093588
21105	0.013251784
21107	0.015963002
21109	0.003102608
21111	0.067295095
21113	0.039807853
21115	0.007073348
21117	0.028746981
21119	0.011709034
21121	0.008076681
21123	0.021607118
21125	0.015616999
21127	0.005786527
21129	0.011198778
21131	0.003249034
21133	0.006666939
21135	0.002437975
21137	0.006785685
21139	0.011049142
21141	0.02268917
21143	0.013178387
21145	0.025133306
21147	0.012636668
21149	0.009891712
21151	0.029758508
21153	0.004440765
21155	0.019913859
21157	0.017160686
21159	0.020900569
21161	0.012766201
21163	0.038937258
21165	0.007996237
21167	0.015219127
21169	0.015408929
21171	0.02170951
21173	0.013489825
21175	0.008064516
21177	0.011851428
21179	0.020150607
21181	0.006320225
21183	0.020098613
21185	0.046529955
21187	0.019317037
21189	0.000630385
21191	0.004919137
21193	0.007590001
21195	0.012075367
21197	0.005106049
21199	0.017253487
21201	0.002653693
21203	0.001228214
21205	0.015306561
21207	0.023400491
21209	0.028018129
21211	0.065801157
21213	0.014766344
21215	0.014645093
21217	0.019590164
21219	0.026976819
21221	0.014341957
21223	0.028603731
21225	0.016151545
21227	0.082088284
21229	0.022877217
21231	0.012351612
21233	0.02394685
21235	0.010514311
21237	0.005318424
21239	0.070696431
22001	0.010467198
22003	0.041192412
22005	0.035063873
22007	0.013321378
22009	0.010743979
22011	0.031051857
22013	0.003525996
22015	0.052210224
22017	0.025889636
22019	0.029257534
22021	0.008761567
22023	0.008188621
22025	0.00823124
22027	0.012381008
22029	0.012513945
22031	0.015117329
22033	0.054423744
22035	0.004583652
22037	0.012788982
22039	0.024070341
22041	0.00385505
22043	0.034807236
22045	0.035432588
22047	0.016111194
22049	0.013559532
22051	0.118112003
22053	0.009668727
22055	0.047276587
22057	0.027707388
22059	0.014684983
22061	0.053032599
22063	0.024401107
22065	0.008619982
22067	0.005303057
22069	0.015242353
22071	0.06447237
22073	0.018689939
22075	0.043219011
22077	0.024835742
22079	0.028288662
22081	0.002747857
22083	0.004385965
22085	0.018732464
22087	0.054780969
22089	0.035984201
22091	0.007479499
22093	0.012916969
22095	0.041222198
22097	0.010963894
22099	0.018788984
22101	0.044573216
22103	0.04321566
22105	0.024930979
22107	0.006038875
22109	0.033573055
22111	0.021395554
22113	0.030818592
22115	0.069301463
22117	0.014690541
22119	0.011543592
22121	0.019261773
22123	0.014782982
22125	0.018232999
22127	0.00462601
23001	0.041323004
23003	0.06825333
23005	0.066331251
23007	0.024888426
23009	0.035831098
23011	0.031760212
23013	0.030996698
23015	0.027444403
23017	0.023647482
23019	0.034198175
23021	0.02397534
23023	0.038316548
23025	0.025158919
23027	0.022433332
23029	0.053672573
23031	0.042372581
24001	0.023961063
24003	0.096521398
24005	0.116811861
24009	0.046258873
24011	0.056319223
24013	0.046162951
24015	0.045613408
24017	0.074896226
24019	0.039162562
24021	0.106134427
24023	0.011982209
24025	0.064692259
24027	0.192769385
24029	0.046721067
24031	0.32899708
24033	0.209531541
24035	0.047990225
24037	0.05832089
24039	0.045703701
24041	0.060146374
24043	0.054004269
24045	0.081737549
24047	0.049388972
24510	0.079527902
25001	0.075244993
25003	0.056561069
25005	0.139467025
25007	0.086467315
25009	0.173179356
25011	0.051108469
25013	0.168746975
25015	0.099524202
25017	0.204286609
25019	0.15303404
25021	0.162559684
25023	0.092837986
25025	0.308375252
25027	0.137887572
26001	0.021617727
26003	0.02507575
26005	0.037457924
26007	0.018793838
26009	0.021356203
26011	0.013311968
26013	0.027558166
26015	0.020682575
26017	0.019445835
26019	0.019574468
26021	0.066507966
26023	0.035835245
26025	0.041807637
26027	0.0268268
26029	0.029217178
26031	0.011841707
26033	0.047323785
26035	0.012170777
26037	0.029524294
26039	0.021604504
26041	0.022041452
26043	0.017400514
26045	0.04438248
26047	0.028541806
26049	0.025871708
26051	0.015865051
26053	0.022287176
26055	0.023586482
26057	0.022284975
26059	0.012833106
26061	0.054253973
26063	0.017324726
26065	0.090603967
26067	0.019777081
26069	0.02480792
26071	0.021145006
26073	0.032879575
26075	0.022768818
26077	0.05244966
26079	0.009468276
26081	0.082287732
26083	0.016830295
26085	0.009832672
26087	0.031182048
26089	0.029882407
26091	0.030311778
26093	0.038481049
26095	0.023433979
26097	0.022414717
26099	0.104315094
26101	0.022250835
26103	0.020401143
26105	0.02398717
26107	0.023495341
26109	0.012179965
26111	0.042385435
26113	0.019950459
26115	0.024939308
26117	0.018981255
26119	0.026152437
26121	0.023850184
26123	0.028393948
26125	0.118647126
26127	0.065240881
26129	0.013360268
26131	0.01489486
26133	0.012790107
26135	0.016266636
26137	0.026126311
26139	0.06253873
26141	0.019884684
26143	0.025981384
26145	0.024303724
26147	0.032754572
26149	0.042203472
26151	0.016600083
26153	0.021983162
26155	0.012842176
26157	0.01250579
26159	0.052165947
26161	0.123906744
26163	0.085125904
26165	0.019259576
27001	0.014353187
27003	0.076279186
27005	0.016809574
27007	0.029909796
27009	0.02119561
27011	0.011515952
27013	0.042559571
27015	0.021561367
27017	0.020147406
27019	0.06339936
27021	0.015183319
27023	0.036501655
27025	0.022687216
27027	0.033378136
27029	0.017448579
27031	0.039708421
27033	0.047285165
27035	0.016557727
27037	0.089159671
27039	0.021592105
27041	0.015228426
27043	0.020422056
27045	0.015229638
27047	0.034887064
27049	0.024994028
27051	0.016515277
27053	0.134904619
27055	0.015647896
27057	0.016389408
27059	0.015484041
27061	0.015548882
27063	0.026050746
27065	0.013399413
27067	0.047223281
27069	0.034098361
27071	0.069734381
27073	0.012332146
27075	0.016272869
27077	0.036719706
27079	0.02994163
27081	0.018311292
27083	0.054790792
27085	0.037746126
27087	0.010007413
27089	0.02101061
27091	0.01839489
27093	0.018802467
27095	0.014677141
27097	0.01190548
27099	0.071232525
27101	0.017642342
27103	0.027470666
27105	0.166603738
27107	0.022485034
27109	0.100710818
27111	0.028950942
27113	0.029033417
27115	0.021510468
27117	0.030610113
27119	0.029434251
27121	0.013892672
27123	0.143665319
27125	0.018775908
27127	0.026310867
27129	0.031514463
27131	0.070934365
27133	0.019220779
27135	0.029488236
27137	0.025289093
27139	0.086564887
27141	0.027764818
27143	0.039950062
27145	0.044302484
27147	0.037203318
27149	0.040399876
27151	0.02182298
27153	0.040486156
27155	0.015265057
27157	0.019031381
27159	0.015629522
27161	0.032578052
27163	0.065928194
27165	0.109294013
27167	0.006199909
27169	0.032999961
27171	0.028150123
27173	0.019146085
28001	0.023927723
28003	0.017949622
28005	0.002951639
28007	0.016110884
28009	0.012408088
28011	0.008325624
28013	0.034879829
28015	0.002079788
28017	0.012973653
28019	0.003144654
28021	0.003682864
28023	0.00638501
28025	0.003903991
28027	0.007620564
28029	0.020469127
28031	0.00541507
28033	0.040697601
28035	0.033795888
28037	0.009615385
28039	0.023567819
28041	0.016071303
28043	0.00862382
28045	0.042403398
28047	0.066654062
28049	0.021147582
28051	0.001961594
28053	0.009048822
28055	0.002191781
28057	0.005139186
28059	0.051837038
28061	0.0034825
28063	0.003569152
28065	0.011276392
28067	0.034979332
28069	0.0133731
28071	0.039013318
28073	0.026292031
28075	0.024586265
28077	0.012282735
28079	0.025683338
28081	0.020087442
28083	0.032929738
28085	0.013064372
28087	0.030722456
28089	0.044591555
28091	0.007371282
28093	0.024050257
28095	0.007516569
28097	0.003175467
28099	0.011914807
28101	0.015484997
28103	0.020441467
28105	0.037778344
28107	0.009233956
28109	0.017772385
28111	0.004895561
28113	0.010914323
28115	0.035812951
28117	0.013904207
28119	0.007280974
28121	0.026523216
28123	0.072575215
28125	0.003836317
28127	0.018942011
28129	0.006445336
28131	0.01740488
28133	0.007215535
28135	0.040120427
28137	0.017330474
28139	0.019291731
28141	0.027950945
28143	0.035919274
28145	0.028220587
28147	0.00529203
28149	0.024515546
28151	0.016123101
28153	0.00742515
28155	0.010486084
28157	0.002111402
28159	0.005496785
28161	0.000391022
28163	0.044302004
29001	0.034931749
29003	0.010308675
29005	0.004702194
29007	0.017835538
29009	0.044205094
29011	0.023268831
29013	0.015031877
29015	0.024504145
29017	0.006120148
29019	0.069029061
29021	0.033974843
29023	0.021756988
29025	0.010882322
29027	0.020374324
29029	0.026118117
29031	0.025367583
29033	0.021623349
29035	0.017719072
29037	0.028608187
29039	0.016168091
29041	0.008574354
29043	0.020895287
29045	0.006030856
29047	0.053632403
29049	0.01035097
29051	0.035544112
29053	0.016585255
29055	0.006794742
29057	0.008485309
29059	0.008963552
29061	0.013880579
29063	0.021561454
29065	0.018778135
29067	0.00979389
29069	0.027452815
29071	0.015484432
29073	0.013552442
29075	0.006356245
29077	0.038806681
29079	0.02083741
29081	0.010288526
29083	0.019726519
29085	0.007705925
29087	0.012423625
29089	0.017152997
29091	0.025518859
29093	0.008910984
29095	0.064914192
29097	0.047340229
29099	0.021270532
29101	0.047226673
29103	0.010176884
29105	0.025073954
29107	0.020362806
29109	0.032790287
29111	0.016753209
29113	0.018284026
29115	0.018825006
29117	0.005055881
29119	0.073126222
29121	0.003022702
29123	0.01889097
29125	0.017841601
29127	0.016245677
29129	0.019957424
29131	0.016890394
29133	0.013595379
29135	0.020590696
29137	0.007345576
29139	0.010282357
29141	0.018382888
29143	0.01120017
